_time,Servidor,vd,type,subtype,accion,devname,eventtime,level,logdesc,msg,reason,remip,tunneltype,user
Tue Aug 24 04:18:15 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629789494,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,186.96.155.54,ssl-web,alessandra
Tue Aug 24 04:17:57 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629789418,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,131.221.133.218,ssl-web,alessandra
Tue Aug 24 04:17:13 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629789429793115479,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,8.33.239.75,ssl-web,alessandra
Tue Aug 24 04:17:02 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629789392,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,113.173.124.80,ssl-web,alessandra
Tue Aug 24 04:16:51 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629789409700283793,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.191.252.218,ssl-web,alessandra
Tue Aug 24 04:16:17 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629789375416972823,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,98.172.96.124,ssl-web,alessandra
Tue Aug 24 04:16:10 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629789362,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,195.133.157.235,ssl-web,alessandra
Tue Aug 24 04:15:43 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629789313,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.186.46.203,ssl-web,alessandra
Tue Aug 24 04:15:33 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629789328,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,119.76.137.229,ssl-web,alessandra
Tue Aug 24 04:15:16 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629789309,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.221.193.138,ssl-web,alessandra
Tue Aug 24 04:13:34 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629789211,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,62.6.255.34,ssl-web,alessandra
Tue Aug 24 04:13:15 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629789185,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,61.153.54.38,ssl-web,alessandra
Tue Aug 24 04:09:47 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629788979,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.97.116.179,ssl-web,luiz
Tue Aug 24 04:09:46 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629788953,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,73.237.110.46,ssl-web,luiz
Tue Aug 24 04:08:02 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629788880,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.120.86.16,ssl-web,luiz
Tue Aug 24 04:04:48 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629788686,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.97.248.244,ssl-web,luiz
Tue Aug 24 04:04:46 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629788684,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,41.204.93.54,ssl-web,luiz
Tue Aug 24 04:04:41 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629788668,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,37.10.170.78,ssl-web,luiz
Tue Aug 24 04:04:25 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629788663971395346,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,213.149.179.183,ssl-web,luiz
Tue Aug 24 04:04:06 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629788590,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,62.133.93.96,ssl-web,luiz
Tue Aug 24 04:03:35 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629788613552444852,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,222.189.163.82,ssl-web,luiz
Tue Aug 24 04:03:02 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629788580630972960,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.237.85.93,ssl-web,luiz
Tue Aug 24 04:02:37 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629788552,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,186.96.155.54,ssl-web,luiz
Tue Aug 24 04:02:31 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629788549614320180,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,110.167.134.79,ssl-web,luiz
Tue Aug 24 04:02:21 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629788537,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,201.63.138.74,ssl-web,luiz
Tue Aug 24 04:02:04 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629788493,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,189.109.95.18,ssl-web,luiz
Tue Aug 24 04:01:30 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629788484,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,60.165.178.97,ssl-web,luiz
Tue Aug 24 04:01:18 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629788449,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.96.100.54,ssl-web,luiz
Tue Aug 24 04:00:43 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629788433,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,118.69.235.183,ssl-web,luiz
Tue Aug 24 03:58:25 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629788298,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.216.210.230,ssl-web,luiz
Mon Aug 23 22:37:03 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629768989,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,110.36.210.14,ssl-web,softel
Mon Aug 23 22:36:58 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629769010,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,47.22.48.146,ssl-web,softel
Mon Aug 23 22:33:37 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629768815,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,185.170.184.2,ssl-web,softel
Mon Aug 23 22:33:00 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629768769,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.96.99.31,ssl-web,softel
Mon Aug 23 22:32:45 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629768764,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,46.163.140.182,ssl-web,softel
Mon Aug 23 22:32:35 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629768754240203028,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,222.113.254.108,ssl-web,softel
Mon Aug 23 22:32:29 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629768693,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.0.47.29,ssl-web,softel
Mon Aug 23 22:31:52 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629768710853019042,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,103.100.96.174,ssl-web,softel
Mon Aug 23 22:31:11 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629768653,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,189.59.69.3,ssl-web,softel
Mon Aug 23 22:31:02 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629768660572208214,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,185.32.44.10,ssl-web,softel
Mon Aug 23 22:30:19 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629768615,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,62.192.226.56,ssl-web,softel
Mon Aug 23 22:30:11 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629768582,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,197.251.192.102,ssl-web,softel
Mon Aug 23 22:29:47 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629768571,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,220.174.209.154,ssl-web,softel
Mon Aug 23 22:28:51 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629768524,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,150.139.201.10,ssl-web,softel
Mon Aug 23 22:26:16 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629768348,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.191.0.93,ssl-web,cobranza
Mon Aug 23 22:26:12 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629768366,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,115.84.91.163,ssl-web,cobranza
Mon Aug 23 22:22:16 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629768120,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,201.249.71.254,ssl-web,cobranza
Mon Aug 23 22:21:51 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629768110,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,189.204.6.157,ssl-web,cobranza
Mon Aug 23 22:21:29 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629768087,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,121.5.193.54,ssl-web,cobranza
Mon Aug 23 22:21:12 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629768065622623767,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,221.230.133.77,ssl-web,cobranza
Mon Aug 23 22:21:01 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629768011,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,23.28.243.143,ssl-web,cobranza
Mon Aug 23 22:20:11 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629768008994938780,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,27.14.77.60,ssl-web,cobranza
Mon Aug 23 22:19:48 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629767971,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,189.152.126.220,ssl-web,cobranza
Mon Aug 23 22:19:45 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629767983452529514,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,103.126.247.147,ssl-web,cobranza
Mon Aug 23 22:19:02 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629767940,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,103.89.170.229,ssl-web,cobranza
Mon Aug 23 22:18:57 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629767906,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,196.0.117.238,ssl-web,cobranza
Mon Aug 23 22:18:48 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629767919,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,186.179.100.55,ssl-web,cobranza
Mon Aug 23 22:17:46 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629767851,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,119.76.131.250,ssl-web,cobranza
Mon Aug 23 22:15:00 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629767672,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,202.183.22.35,ssl-web,prueba
Mon Aug 23 22:14:42 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629767673,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.101.217.55,ssl-web,prueba
Mon Aug 23 22:11:01 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629767460,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,124.120.170.82,ssl-web,prueba
Mon Aug 23 22:10:49 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629767446,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,218.78.111.248,ssl-web,prueba
Mon Aug 23 22:10:36 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629767433,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,103.93.89.63,ssl-web,prueba
Mon Aug 23 22:10:06 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629767355,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,178.70.176.151,ssl-web,prueba
Mon Aug 23 22:09:39 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629767374841914330,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,70.28.193.208,ssl-web,prueba
Mon Aug 23 22:09:13 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629767353198948763,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.90.111.249,ssl-web,prueba
Mon Aug 23 22:08:49 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629767328147156413,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,41.210.17.158,ssl-web,prueba
Mon Aug 23 22:08:41 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629767318,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,41.157.40.136,ssl-web,prueba
Mon Aug 23 22:08:10 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629767286,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,196.191.120.246,ssl-web,prueba
Mon Aug 23 22:08:02 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629767253,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,41.222.228.211,ssl-web,prueba
Mon Aug 23 22:07:23 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629767238,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.97.31.195,ssl-web,prueba
Mon Aug 23 22:06:43 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629767192,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,59.103.178.206,ssl-web,prueba
Mon Aug 23 22:03:43 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629766994,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,101.89.162.178,ssl-web,guillermo
Mon Aug 23 22:03:29 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629767006,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,79.250.74.37,ssl-web,guillermo
Mon Aug 23 21:59:46 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629766772,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,125.66.2.64,ssl-web,guillermo
Mon Aug 23 21:59:39 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629766778,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,170.254.87.22,ssl-web,guillermo
Mon Aug 23 21:59:21 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629766760,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,184.144.138.103,ssl-web,guillermo
Mon Aug 23 21:59:06 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629766692,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.243.104.86,ssl-web,guillermo
Mon Aug 23 21:58:35 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629766710051159185,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,61.97.208.252,ssl-web,guillermo
Mon Aug 23 21:58:05 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629766684422403329,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,186.179.100.93,ssl-web,guillermo
Mon Aug 23 21:57:45 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629766664482903478,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,122.224.29.114,ssl-web,guillermo
Mon Aug 23 21:57:41 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629766646,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,31.151.83.141,ssl-web,guillermo
Mon Aug 23 21:57:00 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629766590,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,212.49.95.223,ssl-web,guillermo
Mon Aug 23 21:57:00 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629766617,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.97.31.53,ssl-web,guillermo
Mon Aug 23 21:56:16 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629766568,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,77.220.48.163,ssl-web,guillermo
Mon Aug 23 21:56:16 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629766571,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,117.29.183.138,ssl-web,guillermo
Mon Aug 23 21:52:23 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629766335,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,41.210.20.61,ssl-web,martin
Mon Aug 23 21:52:23 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629766314,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.221.220.10,ssl-web,martin
Mon Aug 23 21:48:47 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629766120,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,110.171.155.61,ssl-web,martin
Mon Aug 23 21:48:25 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629766104,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,14.161.20.194,ssl-web,martin
Mon Aug 23 21:48:05 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629766083,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,213.246.42.202,ssl-web,martin
Mon Aug 23 21:47:55 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629766018,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.246.172.54,ssl-web,martin
Mon Aug 23 21:47:33 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629766050743863422,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,80.169.85.194,ssl-web,martin
Mon Aug 23 21:47:17 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629766033316851736,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,161.97.170.169,ssl-web,martin
Mon Aug 23 21:47:06 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629766013,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,27.50.154.187,ssl-web,martin
Mon Aug 23 21:46:46 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629765975,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.99.147.80,ssl-web,martin
Mon Aug 23 21:46:28 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629765986506322323,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,2.61.224.159,ssl-web,martin
Mon Aug 23 21:45:59 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629765951,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,60.173.163.99,ssl-web,martin
Mon Aug 23 21:45:02 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629765898,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,85.159.165.167,ssl-web,martin
Mon Aug 23 21:44:27 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629765853,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.10.92.117,ssl-web,martin
Mon Aug 23 21:43:29 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629765802,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.221.250.155,ssl-web,martin
Mon Aug 23 21:41:13 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629765640,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,185.97.132.43,ssl-web,direccion
Mon Aug 23 21:41:05 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629765663,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,178.20.233.85,ssl-web,direccion
Mon Aug 23 21:37:17 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629765436,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,14.226.237.90,ssl-web,direccion
Mon Aug 23 21:37:13 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629765422,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.8.255.124,ssl-web,direccion
Mon Aug 23 21:36:59 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629765418,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,65.20.155.3,ssl-web,direccion
Mon Aug 23 21:36:49 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629765346,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,98.172.102.52,ssl-web,direccion
Mon Aug 23 21:36:17 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629765374872659531,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.122.103.201,ssl-web,direccion
Mon Aug 23 21:36:11 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629765369799275156,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,103.93.184.124,ssl-web,direccion
Mon Aug 23 21:35:43 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629765342822395155,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,182.30.139.155,ssl-web,direccion
Mon Aug 23 21:35:31 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629765303,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,114.241.70.248,ssl-web,direccion
Mon Aug 23 21:35:24 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629765305,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,50.83.146.89,ssl-web,direccion
Mon Aug 23 21:34:58 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629765296,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,222.165.182.42,ssl-web,direccion
Mon Aug 23 21:33:59 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629765229,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,91.72.187.242,ssl-web,direccion
Mon Aug 23 21:33:21 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629765185,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,178.196.119.34,ssl-web,direccion
Mon Aug 23 21:32:25 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629765138,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,61.190.89.200,ssl-web,direccion
Mon Aug 23 21:30:15 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629764984,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.100.122.187,ssl-web,nfe
